ImageID,Source,LabelName,Confidence,XMin,XMax,YMin,YMax,IsOccluded,IsTruncated,IsGroupOf,IsDepiction,IsInside,XClick1X,XClick2X,XClick3X,XClick4X,XClick1Y,XClick2Y,XClick3Y,XClick4Y
00caae90c6c71eba,xclick,/m/083kb,1,0.32409,0.355286,0.615,0.67625,0,0,0,0,0,0.343154,0.32409,0.355286,0.336222,0.615,0.636875,0.64,0.67625
00d31992cddd9c54,xclick,/m/083kb,1,0.0,0.586875,0.439024,0.893058,1,1,0,0,0,0.47375,0.586875,0.4025,0.0,0.439024,0.547842,0.893058,0.741088
0112aef44403e7ee,xclick,/m/083kb,1,0.434629,0.877503,0.130154,0.650768,1,0,0,1,0,0.845701,0.877503,0.454653,0.434629,0.130154,0.148747,0.650768,0.645109
011e431cdc1e4162,xclick,/m/083kb,1,0.716714,0.796978,0.60625,0.69625,1,0,0,0,0,0.783758,0.716714,0.796978,0.72238,0.60625,0.689375,0.613125,0.69625
012b01bceccec523,activemil,/m/083kb,1,0.012241,0.538606,0.26,0.514375,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
01509110c56a8372,xclick,/m/083kb,1,0.046875,0.333594,0.556641,0.678711,1,0,0,0,0,0.046875,0.333594,0.175,0.136719,0.602539,0.578125,0.678711,0.556641
01509110c56a8372,xclick,/m/083kb,1,0.097656,0.278906,0.302734,0.40625,1,0,0,0,0,0.178125,0.097656,0.278906,0.191406,0.307617,0.352539,0.302734,0.40625
017094660319b882,xclick,/m/083kb,1,0.029375,0.073125,0.0,0.141923,1,1,0,0,0,0.073125,0.035625,0.029375,0.05875,0.0,0.0,0.112979,0.141923
017094660319b882,xclick,/m/083kb,1,0.094375,0.4125,0.861811,0.999066,1,1,0,0,0,0.0975,0.094375,0.405,0.4125,0.861811,0.890756,0.976657,0.999066
017094660319b882,xclick,/m/083kb,1,0.298125,0.739375,0.721755,0.999066,1,1,0,0,0,0.340625,0.298125,0.739375,0.7225,0.721755,0.796452,0.969188,0.999066
017094660319b882,xclick,/m/083kb,1,0.37,0.45625,0.01774,0.157796,1,0,0,0,0,0.393125,0.37,0.453125,0.45625,0.01774,0.048553,0.134454,0.157796
017094660319b882,xclick,/m/083kb,1,0.616875,0.8625,0.390289,0.499533,0,0,0,0,0,0.616875,0.68875,0.8625,0.77375,0.411765,0.390289,0.411765,0.499533
01c7b7db540d6dd2,xclick,/m/083kb,1,0.0,0.776875,0.282837,0.838004,0,0,0,0,0,0.45,0.776875,0.24625,0.0,0.282837,0.545534,0.838004,0.536778
01c7b7db540d6dd2,xclick,/m/083kb,1,0.8325,0.93,0.363398,0.443958,1,1,0,0,0,0.87875,0.8325,0.93,0.864375,0.363398,0.406305,0.394046,0.443958
01e03d6a7a8109fd,xclick,/m/083kb,1,0.54875,0.585625,0.56015,0.596804,1,0,0,0,0,0.576875,0.54875,0.574375,0.585625,0.56015,0.574248,0.596804,0.576128
01e698f70b7d06ab,xclick,/m/083kb,1,0.233125,0.74625,0.335842,0.760113,0,0,0,0,0,0.523125,0.74625,0.45625,0.233125,0.335842,0.580433,0.760113,0.555033
01e698f70b7d06ab,xclick,/m/083kb,1,0.454375,0.4875,0.337723,0.396049,1,0,0,0,0,0.460625,0.4875,0.4825,0.454375,0.337723,0.355597,0.396049,0.376294
01ec755e6c3e49b0,xclick,/m/083kb,1,0.555625,0.845625,0.3281,0.454474,0,0,0,0,0,0.845625,0.61625,0.555625,0.69,0.38697,0.3281,0.395604,0.454474
0227d6515990419a,xclick,/m/083kb,1,0.352431,0.592882,0.201875,0.354375,1,0,0,0,0,0.352431,0.440104,0.592882,0.463542,0.286875,0.201875,0.259375,0.354375
023cf905533561ac,xclick,/m/083kb,1,0.0,0.766875,0.281667,0.999167,0,1,0,0,0,0.31625,0.766875,0.0575,0.0,0.281667,0.438333,0.999167,0.700833
023cf905533561ac,xclick,/m/083kb,1,0.341875,0.571875,0.150833,0.22,0,0,0,0,0,0.344375,0.341875,0.535625,0.571875,0.150833,0.1525,0.22,0.184167
024f056ad4ac30d3,xclick,/m/083kb,1,0.484375,0.78,0.332406,0.534075,1,0,0,0,0,0.6875,0.78,0.735625,0.484375,0.332406,0.447149,0.534075,0.455494
0277bfe90a8b39b4,xclick,/m/083kb,1,0.298125,0.416875,0.209193,0.294559,0,0,0,0,0,0.298125,0.411875,0.416875,0.305,0.280488,0.209193,0.243902,0.294559
027eb9290c77e5b4,xclick,/m/083kb,1,0.15375,0.933125,0.227642,0.378049,0,0,0,0,0,0.933125,0.353125,0.15375,0.28125,0.362602,0.227642,0.305691,0.378049
027eb9290c77e5b4,xclick,/m/083kb,1,0.17,0.46625,0.213821,0.434146,1,0,0,0,0,0.311875,0.17,0.46625,0.23375,0.213821,0.296748,0.284553,0.434146
027eb9290c77e5b4,xclick,/m/083kb,1,0.296875,0.93625,0.278862,0.757724,0,0,0,0,0,0.410625,0.296875,0.93625,0.403125,0.278862,0.372358,0.361789,0.757724
02ecaf60b38da1ec,activemil,/m/083kb,1,0.16875,0.6325,0.209156,0.781867,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
02fb4ea38c03afae,xclick,/m/083kb,1,0.296875,0.57375,0.402439,0.727017,1,0,0,0,0,0.48875,0.57375,0.499375,0.296875,0.727017,0.52439,0.402439,0.644465
032ac4d1da67f994,xclick,/m/083kb,1,0.322917,0.563542,0.298611,0.988889,1,1,0,0,0,0.445833,0.322917,0.563542,0.4875,0.298611,0.930556,0.940278,0.988889
032acd57be754440,xclick,/m/083kb,1,0.119537,0.318766,0.570625,0.6575,0,0,0,0,0,0.119537,0.318766,0.301414,0.138817,0.584375,0.650625,0.6575,0.570625
0332c2e0c3e85419,xclick,/m/083kb,1,0.164167,0.375833,0.105625,0.83125,0,0,0,0,0,0.298333,0.164167,0.375833,0.316667,0.105625,0.17375,0.1925,0.83125
0332c2e0c3e85419,xclick,/m/083kb,1,0.4925,0.759167,0.125625,0.860625,0,0,0,0,0,0.4925,0.759167,0.759167,0.6675,0.16875,0.125625,0.158125,0.860625
0378049d6ccfe451,activemil,/m/083kb,1,0.0,0.947266,0.460938,0.776042,0,1,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0378049d6ccfe451,xclick,/m/083kb,1,0.0,0.638672,0.936198,0.998698,0,1,0,0,0,0.295898,0.0,0.254883,0.638672,0.998698,0.970052,0.936198,0.997396
038fe8debed39f1c,xclick,/m/083kb,1,0.5575,0.65125,0.346553,0.468366,0,0,0,0,0,0.5575,0.583125,0.65125,0.57125,0.377715,0.346553,0.373938,0.468366
039ae94029814c86,xclick,/m/083kb,1,0.401875,0.614375,0.350844,0.507505,0,0,0,0,0,0.49875,0.614375,0.605625,0.401875,0.350844,0.488743,0.507505,0.441839
039ae94029814c86,xclick,/m/083kb,1,0.48,0.8375,0.205441,0.415572,0,0,0,0,0,0.56875,0.8375,0.63625,0.48,0.205441,0.221388,0.415572,0.309568
039ae94029814c86,xclick,/m/083kb,1,0.609375,0.999375,0.0,0.184803,0,0,0,0,0,0.79375,0.609375,0.759375,0.999375,0.0,0.142589,0.184803,0.128518
03a3ee014a917e3d,activemil,/m/083kb,1,0.076875,0.984375,0.218574,0.952158,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
03a3ee014a917e3d,xclick,/m/083kb,1,0.4,0.5675,0.238274,0.355535,1,0,0,0,0,0.4,0.419375,0.5675,0.459375,0.344278,0.278612,0.238274,0.355535
03a8f1fa31d169fb,xclick,/m/083kb,1,0.296501,0.860037,0.394595,0.502703,1,0,0,0,0,0.860037,0.740331,0.296501,0.567219,0.417297,0.394595,0.424865,0.502703
03c0ad164ff970a2,xclick,/m/083kb,1,0.0,0.184375,0.0,0.317669,1,1,0,0,0,0.184375,0.15625,0.0,0.0,0.0,0.0,0.317669,0.225564
03d6b4657dcc89f9,xclick,/m/083kb,1,0.026875,0.714375,0.551692,0.714286,1,0,0,0,0,0.026875,0.713125,0.5175,0.714375,0.630639,0.551692,0.714286,0.636278
040dda5503d0342d,activemil,/m/083kb,1,0.039199,0.749792,0.325407,0.828536,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
040dda5503d0342d,xclick,/m/083kb,1,0.382819,0.739783,0.335419,0.525657,1,0,0,0,0,0.739783,0.382819,0.393661,0.393661,0.335419,0.466834,0.525657,0.525657
041607b5a0502136,xclick,/m/083kb,1,0.533203,0.765625,0.108346,0.395315,0,0,0,1,0,0.623047,0.533203,0.639648,0.765625,0.108346,0.349927,0.395315,0.241581
04193f0e59a0ba43,activemil,/m/083kb,1,0.09875,0.8775,0.122905,0.783054,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
041a1ce4ca6668de,xclick,/m/083kb,1,0.301875,0.529375,0.319167,0.398333,1,0,0,0,0,0.301875,0.529375,0.440625,0.48875,0.338333,0.346667,0.398333,0.319167
041a1ce4ca6668de,xclick,/m/083kb,1,0.64375,0.664375,0.288333,0.4775,1,0,0,0,0,0.651875,0.64375,0.664375,0.656875,0.288333,0.406667,0.405,0.4775
0429ed58b6956d08,activemil,/m/083kb,1,0.035625,0.844375,0.474624,0.817669,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0435887eba588d58,xclick,/m/083kb,1,0.913125,0.981875,0.796992,0.904762,0,0,0,0,0,0.913125,0.980625,0.916875,0.981875,0.898079,0.796992,0.904762,0.804511
043a1ee41d4344e5,xclick,/m/083kb,1,0.065625,0.846875,0.094747,0.999062,1,1,0,0,0,0.065625,0.36,0.846875,0.495625,0.172608,0.094747,0.577861,0.999062
0481715117809d29,xclick,/m/083kb,1,0.104,0.182,0.192355,0.374846,1,0,0,0,0,0.109,0.104,0.182,0.168,0.192355,0.213317,0.353884,0.374846
04a7a18db57c8176,xclick,/m/083kb,1,0.3225,0.37375,0.365854,0.406191,0,0,0,0,0,0.34125,0.3225,0.37375,0.345,0.365854,0.386492,0.393996,0.406191
04a7a18db57c8176,xclick,/m/083kb,1,0.563125,0.63625,0.509381,0.580675,0,0,0,0,0,0.5925,0.63625,0.625,0.563125,0.509381,0.569418,0.580675,0.552533
04f67e746c581436,xclick,/m/083kb,1,0.0,0.15,0.237179,0.371795,1,0,0,0,0,0.068571,0.0,0.15,0.128571,0.237179,0.246795,0.25,0.371795
04f67e746c581436,xclick,/m/083kb,1,0.224286,0.995714,0.530983,0.702991,1,0,0,0,0,0.224286,0.995714,0.591429,0.545714,0.530983,0.702991,0.67094,0.582265
04fdce6005638904,xclick,/m/083kb,1,0.38875,0.5,0.295833,0.368333,0,0,0,0,0,0.395625,0.38875,0.5,0.486875,0.295833,0.336667,0.314167,0.368333
04fdce6005638904,xclick,/m/083kb,1,0.52375,0.726875,0.258333,0.329167,0,0,0,0,0,0.52375,0.538125,0.726875,0.629375,0.3,0.258333,0.296667,0.329167
04fdce6005638904,xclick,/m/083kb,1,0.785,0.915625,0.2675,0.325833,0,0,0,0,0,0.851875,0.785,0.915625,0.889375,0.2675,0.303333,0.3125,0.325833
04fdce6005638904,xclick,/m/083kb,1,0.959375,0.999375,0.3075,0.39,0,0,0,0,0,0.9825,0.959375,0.999375,0.98625,0.3075,0.355,0.338333,0.39
0500e3e4c4c1322f,activemil,/m/083kb,1,0.108125,0.8275,0.341832,0.74882,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0500e3e4c4c1322f,xclick,/m/083kb,1,0.840625,0.93375,0.526912,0.634561,0,0,0,0,0,0.8875,0.840625,0.93375,0.885,0.526912,0.530689,0.565628,0.634561
0505fa1f06c54c0e,activemil,/m/083kb,1,0.077148,0.948242,0.064897,0.932153,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
050e8380153a12f4,activemil,/m/083kb,1,0.63625,0.88,0.279661,0.912429,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
050e8380153a12f4,xclick,/m/083kb,1,0.10625,0.15875,0.350282,0.929379,0,0,0,0,0,0.15875,0.10625,0.15875,0.1475,0.350282,0.499058,0.528249,0.929379
0511b7e62305021e,xclick,/m/083kb,1,0.453125,0.493125,0.181395,0.210233,0,0,0,0,0,0.493125,0.454375,0.454375,0.453125,0.181395,0.208372,0.208372,0.210233
0511b7e62305021e,xclick,/m/083kb,1,0.539375,0.926875,0.097674,0.804651,1,0,0,0,0,0.920625,0.926875,0.539375,0.57125,0.097674,0.114419,0.605581,0.804651
05230292242d72b2,xclick,/m/083kb,1,0.601875,0.73125,0.357895,0.570175,1,0,0,0,0,0.6325,0.73125,0.64,0.601875,0.357895,0.390351,0.570175,0.55614
055a3112b6dbdfb6,activemil,/m/083kb,1,0.035625,0.1325,0.359477,0.478992,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
055a3112b6dbdfb6,xclick,/m/083kb,1,0.750625,0.761875,0.352941,0.486461,1,0,0,0,0,0.756875,0.761875,0.755625,0.750625,0.352941,0.377218,0.486461,0.462185
056096795e77f7ee,activemil,/m/083kb,1,0.0625,0.854375,0.04409,0.957786,0,1,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
056b8a8fd12004e9,activemil,/m/083kb,1,0.062062,0.560561,0.52934,0.878973,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
05b85bb95ac8d94b,activemil,/m/083kb,1,0.653333,0.785833,0.484472,0.823602,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
05b85bb95ac8d94b,xclick,/m/083kb,1,0.0975,0.470833,0.057143,0.61118,1,0,0,0,0,0.208333,0.0975,0.355833,0.470833,0.057143,0.176398,0.61118,0.390062
05bb58a9fd6dca08,activemil,/m/083kb,1,0.61,0.96125,0.286252,0.744821,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
05bb58a9fd6dca08,xclick,/m/083kb,1,0.340625,0.46875,0.567797,0.963277,1,0,0,0,0,0.42125,0.46875,0.35375,0.340625,0.567797,0.617702,0.961394,0.963277
05c6d7294458a10a,xclick,/m/083kb,1,0.013672,0.383789,0.394531,0.753906,0,0,0,1,0,0.34375,0.013672,0.049805,0.383789,0.394531,0.707031,0.753906,0.501302
05d68dc3751101e9,xclick,/m/083kb,1,0.36625,0.484375,0.475775,0.733527,0,0,0,0,0,0.404375,0.484375,0.468125,0.36625,0.475775,0.713178,0.733527,0.541667
05d68dc3751101e9,xclick,/m/083kb,1,0.4775,0.58125,0.478682,0.746124,0,0,0,0,0,0.5775,0.4775,0.48875,0.58125,0.478682,0.742248,0.746124,0.478682
05da56c8032e9a75,activemil,/m/083kb,1,0.199495,0.931818,0.59625,0.87875,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
05da56c8032e9a75,xclick,/m/083kb,1,0.636364,0.998737,0.566875,0.68125,1,0,0,0,0,0.849747,0.636364,0.957071,0.998737,0.566875,0.63,0.68125,0.599375
05e73f3af0fc1753,activemil,/m/083kb,1,0.034396,0.976235,0.056893,0.870897,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
05e73f3af0fc1753,xclick,/m/083kb,1,0.300188,0.507817,0.04814,0.201313,0,0,0,0,0,0.300188,0.466542,0.470294,0.507817,0.124726,0.04814,0.201313,0.118162
05f7649ba4bf1783,activemil,/m/083kb,1,0.568359,0.929688,0.584098,0.938838,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
05fe8c2d7f2c8e61,xclick,/m/083kb,1,0.281,0.364,0.192481,0.251128,0,0,0,0,0,0.343,0.281,0.364,0.29,0.192481,0.228571,0.192481,0.251128
05fe8c2d7f2c8e61,xclick,/m/083kb,1,0.485,0.524,0.237594,0.308271,0,0,0,0,0,0.524,0.485,0.489,0.496,0.237594,0.285714,0.285714,0.308271
061ff2681d515d29,xclick,/m/083kb,1,0.692383,0.913086,0.292647,0.422059,1,1,0,0,0,0.763672,0.913086,0.910156,0.692383,0.292647,0.417647,0.422059,0.329412
065af4c619d287eb,activemil,/m/083kb,1,0.428125,0.75125,0.253283,0.444653,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
065af4c619d287eb,xclick,/m/083kb,1,0.533125,0.748125,0.271107,0.331144,1,0,0,0,0,0.748125,0.550625,0.533125,0.625625,0.317073,0.271107,0.300188,0.331144
0696995858f3dc24,xclick,/m/083kb,1,0.0,0.1275,0.138837,0.230769,0,0,0,0,0,0.0725,0.0,0.1275,0.085,0.138837,0.175422,0.203565,0.230769
0696995858f3dc24,xclick,/m/083kb,1,0.0,0.16875,0.578799,0.663227,0,0,0,0,0,0.02625,0.0,0.16875,0.056875,0.578799,0.624765,0.65197,0.663227
0696995858f3dc24,xclick,/m/083kb,1,0.0,0.2875,0.738274,0.853659,0,0,0,0,0,0.16875,0.0,0.2875,0.215625,0.738274,0.818949,0.813321,0.853659
0696995858f3dc24,xclick,/m/083kb,1,0.0,0.310625,0.642589,0.774859,0,0,0,0,0,0.149375,0.0,0.096875,0.310625,0.642589,0.710131,0.774859,0.761726
0696995858f3dc24,xclick,/m/083kb,1,0.011875,0.11875,0.232645,0.322702,0,0,0,0,0,0.06875,0.011875,0.11875,0.104375,0.242026,0.307692,0.232645,0.322702
0696995858f3dc24,xclick,/m/083kb,1,0.100625,0.32625,0.186679,0.271107,0,0,0,0,0,0.196875,0.100625,0.32625,0.23875,0.186679,0.256098,0.207317,0.271107
0696995858f3dc24,xclick,/m/083kb,1,0.12,0.33375,0.086304,0.157598,0,0,0,0,0,0.23125,0.12,0.33375,0.2725,0.086304,0.157598,0.109756,0.146341
0696995858f3dc24,xclick,/m/083kb,1,0.23375,0.999375,0.375235,0.675422,0,0,0,0,0,0.764375,0.23375,0.253125,0.999375,0.375235,0.596623,0.675422,0.565666
0696995858f3dc24,xclick,/m/083kb,1,0.245625,0.808125,0.530957,0.721388,0,0,0,0,0,0.59875,0.245625,0.28875,0.808125,0.530957,0.682927,0.721388,0.657598
0696995858f3dc24,xclick,/m/083kb,1,0.314375,0.83375,0.853659,0.999062,0,0,0,0,0,0.399375,0.314375,0.460625,0.83375,0.853659,0.965291,0.999062,0.999062
0696995858f3dc24,xclick,/m/083kb,1,0.356875,0.460625,0.047842,0.276735,0,0,0,0,0,0.399375,0.356875,0.460625,0.445,0.047842,0.126642,0.190432,0.276735
0696995858f3dc24,xclick,/m/083kb,1,0.369375,0.999375,0.232645,0.397749,0,0,0,0,0,0.556875,0.369375,0.73375,0.999375,0.232645,0.353659,0.397749,0.351782
0696995858f3dc24,xclick,/m/083kb,1,0.83375,0.999375,0.653846,0.802064,0,0,0,0,0,0.983125,0.83375,0.860625,0.999375,0.653846,0.721388,0.802064,0.694184
06fa775f250b41f0,xclick,/m/083kb,1,0.1025,0.999167,0.325625,0.544375,1,1,0,1,0,0.913333,0.999167,0.300833,0.1025,0.544375,0.44875,0.325625,0.365
0733cc38a141733a,activemil,/m/083kb,1,0.125,0.896875,0.061914,0.733584,1,0,0,1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0733cc38a141733a,xclick,/m/083kb,1,0.510625,0.954375,0.82833,0.985929,1,0,0,1,0,0.9475,0.954375,0.510625,0.513125,0.985929,0.974672,0.840525,0.82833
0733cc38a141733a,xclick,/m/083kb,1,0.73875,0.999375,0.678236,0.809568,1,1,0,1,0,0.999375,0.9875,0.73875,0.751875,0.716698,0.678236,0.772983,0.809568
073a36c9af645796,xclick,/m/083kb,1,0.6225,0.77125,0.297272,0.509878,1,0,0,0,0,0.651875,0.77125,0.635,0.6225,0.297272,0.311383,0.509878,0.490122
078b8babf3394733,activemil,/m/083kb,1,0.16,0.948125,0.072437,0.905927,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
078b8babf3394733,xclick,/m/083kb,1,0.1225,0.2775,0.475071,0.605833,1,0,0,0,0,0.2775,0.1225,0.150625,0.2775,0.475071,0.554092,0.605833,0.475071
07e7091bfc9e804d,activemil,/m/083kb,1,0.325625,0.641875,0.537211,1.0,1,1,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
07e7091bfc9e804d,xclick,/m/083kb,1,0.654375,0.711875,0.208725,0.324209,1,0,0,0,0,0.67875,0.654375,0.698125,0.711875,0.208725,0.215569,0.324209,0.275449
0809e563548337cd,xclick,/m/083kb,1,0.378125,0.585625,0.239476,0.800748,1,0,0,1,0,0.471875,0.585625,0.54375,0.378125,0.800748,0.304022,0.239476,0.579981
080fac26921e23e5,xclick,/m/083kb,1,0.12,0.481875,0.296,0.574,1,0,0,0,0,0.435625,0.481875,0.1525,0.12,0.296,0.455,0.574,0.512
081066519420894d,activemil,/m/083kb,1,0.15625,0.8525,0.17167,0.901501,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
081066519420894d,xclick,/m/083kb,1,0.26,0.361875,0.224203,0.265478,1,0,0,0,0,0.26,0.315,0.361875,0.3175,0.242026,0.224203,0.243902,0.265478
0816930c18297722,xclick,/m/083kb,1,0.47,0.63125,0.0,0.318949,1,1,0,0,0,0.63125,0.47,0.4725,0.62375,0.0,0.252345,0.318949,0.001876
0816930c18297722,xclick,/m/083kb,1,0.636875,0.829375,0.197936,0.622889,0,0,0,0,0,0.785,0.829375,0.636875,0.660625,0.197936,0.236398,0.562852,0.622889
